"time","AVG TEMP","SET TEMP","HUMIDITY","TEMP 1","TEMP 2","TEMP 3","WATER"
"2023-02-11 09:45:16","32.0","32.5","0","27.5","32.0","-1662.9","3909"
"2023-02-11 10:15:16","32.5","32.5","0","28.4","32.5","-1662.9","3946"
"2023-02-11 10:45:16","32.2","32.5","0","28.5","32.2","-1662.9","3987"
"2023-02-11 11:15:16","34.1","32.5","0","28.9","34.1","-1662.9","4028"
"2023-02-11 11:45:16","32.4","32.5","0","29.4","32.4","-1662.9","4075"
"2023-02-11 12:15:16","32.1","32.5","0","29.3","32.1","-1662.9","4121"
"2023-02-11 12:45:16","33.0","32.5","0","29.7","33.0","-1662.9","4176"
"2023-02-11 13:15:16","32.2","32.5","0","29.5","32.2","-1662.9","4222"
"2023-02-11 13:45:16","32.9","32.5","0","29.1","32.9","-1662.9","4266"
"2023-02-11 14:15:16","32.0","32.5","0","28.3","32.0","-1662.9","4320"
"2023-02-11 14:45:16","31.8","32.5","0","28.2","31.8","-1662.9","4379"
"2023-02-11 15:15:16","32.0","32.5","0","28.2","32.0","-1662.9","4422"
"2023-02-11 15:45:16","32.3","32.5","0","27.8","32.3","-1662.9","4462"
"2023-02-11 16:15:16","31.5","32.5","0","27.6","31.5","-1662.9","4504"
"2023-02-11 16:45:16","33.3","32.5","0","26.0","33.3","-1662.9","4542"
"2023-02-11 17:15:16","31.9","32.5","0","25.9","31.9","-1662.9","4584"
"2023-02-11 17:45:16","31.8","32.5","0","26.2","31.8","-1662.9","4627"
"2023-02-11 18:15:16","32.2","32.5","0","25.8","32.1","-1662.9","4671"
"2023-02-11 18:45:16","31.8","32.5","0","25.8","31.8","-1662.9","4711"
"2023-02-11 19:15:16","31.8","32.5","0","25.6","31.8","-1662.9","4752"
"2023-02-11 19:45:16","31.7","32.5","0","25.1","31.7","-1662.9","4788"
"2023-02-11 20:15:16","31.2","32.5","0","24.8","31.2","-1662.9","4819"
"2023-02-11 20:45:16","31.8","32.5","0","24.7","31.7","-1662.9","4857"
"2023-02-11 21:15:16","31.3","32.5","0","24.8","31.3","-1662.9","4887"
"2023-02-11 21:45:16","32.9","32.5","0","24.8","32.9","-1662.9","4930"
"2023-02-11 22:15:16","32.4","32.5","0","24.7","32.4","-1662.9","5000"
"2023-02-11 22:45:16","31.3","32.5","0","24.5","31.3","-1662.9","5062"
"2023-02-11 23:15:16","32.7","32.5","0","24.4","32.7","-1662.9","5113"
"2023-02-11 23:45:16","33.6","32.5","0","24.3","33.6","-1662.9","5168"
"2023-02-12 00:15:16","30.8","32.5","0","24.2","30.8","-1662.9","5218"
"2023-02-12 00:45:16","34.3","32.5","0","24.2","34.3","-1662.9","5271"
"2023-02-12 01:15:16","31.4","32.5","0","24.1","31.4","-1662.9","5322"
"2023-02-12 01:45:16","32.2","32.5","0","24.0","32.2","-1662.9","5372"
"2023-02-12 02:15:16","31.6","32.5","0","23.9","31.6","-1662.9","5422"
"2023-02-12 02:45:16","31.4","32.5","0","23.9","31.4","-1662.9","5474"
"2023-02-12 03:15:16","32.6","32.5","0","23.7","32.6","-1662.9","5526"
"2023-02-12 03:45:16","31.9","32.5","0","23.8","31.9","-1662.9","5572"
"2023-02-12 04:15:16","31.2","32.5","0","23.6","31.2","-1662.9","5622"
"2023-02-12 04:45:16","33.5","32.5","0","23.7","33.5","-1662.9","5669"
"2023-02-12 05:15:16","30.8","32.5","0","23.5","30.8","-1662.9","5717"
"2023-02-12 05:45:16","32.9","32.5","0","23.4","32.9","-1662.9","5763"
"2023-02-12 06:15:16","30.2","32.5","0","23.5","30.2","-1662.9","5817"
"2023-02-12 06:45:16","33.2","32.5","0","24.2","33.2","-1662.9","5869"
"2023-02-12 07:15:16","33.0","32.5","0","24.8","33.0","-1662.9","5921"
"2023-02-12 07:45:16","32.0","32.5","0","25.3","32.0","-1662.9","5972"
"2023-02-12 08:15:16","32.2","32.0","0","26.0","32.2","-1662.9","6015"
"2023-02-12 08:45:16","31.3","32.0","0","26.4","31.3","-1662.9","6060"
"2023-02-12 09:15:16","32.4","32.0","0","26.7","32.4","-1662.9","6100"
"2023-02-12 09:45:16","31.6","32.0","0","27.6","31.6","-1662.9","6152"
"2023-02-12 10:15:16","31.4","32.0","0","28.3","31.4","-1662.9","6209"
"2023-02-12 10:45:16","32.0","32.0","0","28.9","32.0","-1662.9","6250"
"2023-02-12 11:15:16","32.7","32.0","0","29.4","32.7","-1662.9","6307"
"2023-02-12 11:45:16","31.4","32.0","0","29.1","31.4","-1662.9","6357"
"2023-02-12 12:15:16","32.4","32.0","0","29.3","32.4","-1662.9","6409"
"2023-02-12 12:45:16","32.9","32.0","0","29.6","32.9","-1662.9","6469"
"2023-02-12 13:15:16","33.4","32.0","0","30.5","33.4","-1662.9","6515"
"2023-02-12 13:45:16","32.6","32.0","0","29.8","32.6","-1662.9","6580"
"2023-02-12 14:15:16","32.8","32.0","0","29.9","32.8","-1662.9","6639"
"2023-02-12 14:45:16","32.7","32.0","0","30.5","32.7","-1662.9","6702"
"2023-02-12 15:15:16","32.0","32.0","0","29.0","32.0","-1662.9","6745"
"2023-02-12 15:45:16","31.5","32.0","0","28.6","31.5","-1662.9","6798"
"2023-02-12 16:15:16","31.6","32.0","0","26.8","31.6","-1662.9","6835"
"2023-02-12 16:45:16","31.6","32.0","0","25.8","31.6","-1662.9","6897"
"2023-02-12 17:15:16","31.2","32.0","0","25.1","31.2","-1662.9","6954"
"2023-02-12 17:45:16","31.6","32.0","0","24.8","31.6","-1662.9","7013"
"2023-02-12 18:15:16","31.1","32.0","0","24.9","31.1","-1662.9","7086"
"2023-02-12 18:45:16","30.7","32.0","0","24.8","30.7","-1662.9","7145"
"2023-02-12 19:15:16","32.0","32.0","0","24.7","32.0","-1662.9","7194"
"2023-02-12 19:45:16","31.8","32.0","0","24.7","31.8","-1662.9","7256"
"2023-02-12 20:15:16","31.7","32.0","0","24.7","31.7","-1662.9","7316"
"2023-02-12 20:45:16","31.3","32.0","0","24.8","31.3","-1662.9","7366"
"2023-02-12 21:15:16","32.8","32.0","0","24.7","32.8","-1662.9","7427"
"2023-02-12 21:45:16","30.8","32.0","0","24.6","30.8","-1662.9","7485"
"2023-02-12 22:15:16","31.2","32.0","0","24.5","31.2","-1662.9","7536"
"2023-02-12 22:45:16","33.2","32.0","0","24.5","33.2","-1662.9","7605"
"2023-02-12 23:15:16","32.0","32.0","0","24.5","32.0","-1662.9","7670"
"2023-02-12 23:45:16","31.2","32.0","0","24.3","31.0","-1662.9","7731"
"2023-02-13 00:15:16","31.3","32.0","0","24.6","31.3","-1662.9","7796"
"2023-02-13 00:45:16","32.3","32.0","0","24.6","32.3","-1662.9","7854"
"2023-02-13 01:15:16","32.8","32.0","0","24.8","32.8","-1662.9","7912"
"2023-02-13 01:58:31","32.9","32.0","0","24.8","32.9","-1662.9","8011"
"2023-02-13 02:28:31","30.3","32.0","0","25.1","30.3","-1662.9","8088"
"2023-02-13 02:58:31","31.2","32.0","0","25.0","31.2","-1662.9","8152"
"2023-02-13 03:28:31","30.6","32.0","0","25.0","30.6","-1662.9","8228"
"2023-02-13 03:58:31","30.5","32.0","0","25.0","30.5","-1662.9","8302"
"2023-02-13 04:28:31","31.3","32.0","0","25.1","31.3","-1662.9","8375"
"2023-02-13 04:58:31","31.4","32.0","0","25.1","31.4","-1662.9","8449"
"2023-02-13 05:28:31","32.1","32.0","0","25.2","32.1","-1662.9","8529"
"2023-02-13 05:58:31","32.7","32.0","0","25.8","32.7","-1662.9","8607"
"2023-02-13 06:28:31","31.4","32.0","0","26.1","31.4","-1662.9","8671"
"2023-02-13 06:58:31","31.6","32.0","0","26.6","31.6","-1662.9","8744"
"2023-02-13 07:28:31","31.7","32.0","0","27.3","31.7","-1662.9","8818"
"2023-02-13 07:58:31","31.7","32.0","0","28.1","31.7","-1662.9","8891"
"2023-02-13 08:28:31","32.0","32.0","0","28.5","32.0","-1662.9","8963"
"2023-02-13 08:58:31","32.1","32.0","0","28.9","32.1","-1662.9","9035"
"2023-02-13 09:28:31","31.9","32.0","0","28.7","31.9","-1662.9","9099"
"2023-02-13 10:58:33","31.8","32.0","0","28.7","31.8","-1662.9","9168"
"2023-02-13 11:28:33","31.6","32.0","0","28.4","31.6","-1662.9","9245"
"2023-02-13 11:58:33","31.2","32.0","0","28.8","31.3","-1662.9","9324"
"2023-02-13 12:28:33","32.3","32.0","0","28.7","32.3","-1662.9","9392"
"2023-02-13 12:58:33","32.4","32.0","0","29.3","32.4","-1662.9","9470"
"2023-02-13 13:28:33","32.7","32.0","0","29.2","32.7","-1662.9","9541"
"2023-02-13 13:58:33","31.8","32.0","0","28.5","31.8","-1662.9","9606"
"2023-02-13 14:28:33","32.2","32.0","0","28.9","32.2","-1662.9","9671"
"2023-02-13 14:58:33","31.6","32.0","0","28.6","31.6","-1662.9","9731"
"2023-02-13 15:28:33","31.7","32.0","0","28.2","31.7","-1662.9","9807"
"2023-02-13 15:58:33","31.9","32.0","0","28.1","31.9","-1662.9","9881"
"2023-02-13 16:28:33","32.7","32.0","0","28.0","32.7","-1662.9","9948"
"2023-02-13 16:58:33","31.6","32.0","0","27.8","31.6","-1662.9","10016"
"2023-02-13 17:28:33","31.1","32.0","0","27.0","31.1","-1662.9","10084"
"2023-02-13 17:58:33","33.4","32.0","0","26.2","33.4","-1662.9","10149"
"2023-02-13 18:28:33","33.0","32.0","0","26.0","33.0","-1662.9","10218"
"2023-02-13 18:58:33","32.2","32.0","0","25.6","32.2","-1662.9","10291"
